NAME,Total Pop (#)_2012,Total HH (#)_2012,Home: Owner_2012,Home: Renter_2012,Race: White_2012,Race: Black/AA_2012,Race: AI/Alaskan_2012,Race: Asian_2012,Race: Hawaiian/PI_2012,Race: Other_2012,Ethnicty: Hisp._2012,Ethnicity: Non-Hisp._2012,Edu: < 9th grade_2012,"Edu: HS, no diploma_2012",Edu: HS Diploma_2012,Edu: Associate's Degree_2012,Edu: Bachelor's Degree_2012,Edu: Grad/Prof Degree_2012,Median HH Income ($)_2012,Age: 18+_2012,Age: 65+_2012,tract,Total Pop (#)_2017,Total HH (#)_2017,Home: Owner_2017,Home: Renter_2017,Race: White_2017,Race: Black/AA_2017,Race: AI/Alaskan_2017,Race: Asian_2017,Race: Hawaiian/PI_2017,Race: Other_2017,Ethnicty: Hisp._2017,Ethnicity: Non-Hisp._2017,Edu: < 9th grade_2017,"Edu: HS, no diploma_2017",Edu: HS Diploma_2017,Edu: Associate's Degree_2017,Edu: Bachelor's Degree_2017,Edu: Grad/Prof Degree_2017,Median HH Income ($)_2017,Age: 18+_2017,Age: 65+_2017,Total Pop (#)_2022,Total HH (#)_2022,Home: Owner_2022,Home: Renter_2022,Race: White_2022,Race: Black/AA_2022,Race: AI/Alaskan_2022,Race: Asian_2022,Race: Hawaiian/PI_2022,Race: Other_2022,Ethnicty: Hisp._2022,Ethnicity: Non-Hisp._2022,Edu: < 9th grade_2022,"Edu: HS, no diploma_2022",Edu: HS Diploma_2022,Edu: Associate's Degree_2022,Edu: Bachelor's Degree_2022,Edu: Grad/Prof Degree_2022,Median HH Income ($)_2022,Age: 18+_2022,Age: 65+_2022
"Census Tract 3006, Cook County, Illinois",3458.0,801.0,41.4,58.6,69.3,13.2,0.3,0.1,0.0,17.4,82.0,18.0,26.5,21.1,23.3,7.9,6.3,1.9,38958.0,68.9,6.9,300600,3064.0,738.0,46.7,53.3,52.8,15.3,1.6,1.3,0.0,31.9,79.5,20.5,24.3,20.9,17.5,6.8,11.1,2.7,41286.0,72.5,12.0,2862,877,32.0,68.0,1.3,0.5,0.8,60.6,2862,83.1,2.2,12.3,29.4,12.2,37.9,6.1,4.5,0.9,46839,75.8,9.5
"Census Tract 4909.01, Cook County, Illinois",4090.0,1557.0,23.5,76.5,2.4,97.2,0.0,0.7,0.0,0.0,0.7,99.3,3.9,14.5,30.4,7.1,12.1,4.1,26741.0,74.0,16.3,490901,3768.0,1420.0,35.9,64.1,0.1,99.9,0.3,0.0,0.0,0.0,2.0,98.0,4.2,10.0,30.2,7.0,9.2,4.2,39750.0,79.0,15.6,3093,1192,34.6,65.4,0.0,0.0,0.0,0.0,3093,0.2,0.0,99.8,6.2,13.3,27.2,14.1,9.9,7.0,33661,73.4,14.4
"Census Tract 4909.02, Cook County, Illinois",4763.0,1932.0,60.8,39.2,0.3,98.5,0.4,0.7,0.0,0.0,0.0,100.0,3.4,11.1,24.9,8.0,12.5,9.5,39714.0,80.5,24.5,490902,4999.0,1949.0,59.7,40.3,1.0,98.9,0.0,0.5,0.0,0.0,0.5,99.5,1.9,10.5,24.7,12.7,15.2,6.0,42481.0,78.9,24.4,4573,1754,58.0,42.0,0.3,0.7,0.0,0.4,4573,1.2,1.2,97.2,2.8,10.4,19.2,4.4,19.5,5.1,56538,77.5,19.7
"Census Tract 5305.02, Cook County, Illinois",1463.0,489.0,80.0,20.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,2.0,8.1,37.8,10.4,12.1,4.6,39688.0,76.9,23.7,530502,1419.0,510.0,82.0,18.0,0.4,99.2,0.0,0.0,0.0,0.8,1.9,98.1,3.2,5.6,23.2,11.4,10.0,4.0,41696.0,83.4,20.9,1494,570,91.4,8.6,0.0,0.0,0.0,0.0,1494,4.2,4.2,95.8,2.8,8.2,16.5,17.0,7.6,21.4,66111,78.2,19.8
"Census Tract 5807, Cook County, Illinois",5803.0,1502.0,50.0,50.0,69.3,0.0,0.0,5.4,0.0,25.5,87.7,12.3,31.7,14.0,29.4,6.2,5.1,1.4,36554.0,62.8,5.5,580700,6356.0,1639.0,50.9,49.1,59.1,4.7,1.1,4.7,0.0,32.6,86.8,13.2,31.7,9.3,31.9,4.8,8.9,1.4,43553.0,69.4,8.1,6356,1669,50.4,49.6,1.8,5.2,1.3,66.1,6356,85.7,1.8,1.8,30.7,9.5,34.3,5.0,7.3,1.6,54233,71.4,8.3
"Census Tract 5906, Cook County, Illinois",4132.0,1240.0,51.1,48.9,48.1,3.8,2.7,10.6,0.0,37.2,66.4,33.6,16.5,10.3,37.9,5.2,8.3,3.7,44383.0,68.6,7.6,590600,3415.0,1140.0,55.4,44.6,51.3,1.3,2.7,8.4,0.0,43.7,70.7,29.3,17.8,8.7,30.6,6.9,8.2,6.1,39005.0,76.9,10.6,3701,1361,58.1,41.9,7.6,13.9,0.0,39.9,3701,64.0,1.4,0.0,12.6,10.3,29.6,4.2,16.9,15.3,59714,79.8,7.3
"Census Tract 6007, Cook County, Illinois",2261.0,956.0,37.4,62.6,55.2,6.1,1.4,21.4,0.0,18.0,41.9,58.1,10.5,18.1,33.3,7.9,7.9,2.0,34878.0,77.4,10.3,600700,2576.0,1078.0,38.0,62.0,56.9,4.9,3.2,26.9,0.0,9.0,26.6,73.4,6.9,12.6,31.1,8.4,17.5,3.3,32301.0,88.5,16.9,2703,1140,43.7,56.3,4.9,64.8,0.0,8.2,2703,17.8,0.0,0.0,11.6,9.2,23.8,6.3,27.7,9.2,60010,80.9,10.1
"Census Tract 6119, Cook County, Illinois",2399.0,582.0,30.1,69.9,11.5,85.4,0.0,0.0,0.0,4.2,15.2,84.8,16.1,29.2,26.0,5.7,5.0,0.0,25915.0,60.4,6.3,611900,1798.0,531.0,39.0,61.0,17.7,74.2,0.0,0.0,0.0,9.4,20.4,79.6,7.4,15.2,56.6,3.1,0.8,2.9,25231.0,64.3,12.0,1369,510,37.6,62.4,0.0,0.0,0.0,9.7,1369,31.8,6.1,67.3,19.1,11.2,43.4,2.8,3.0,2.5,31875,81.9,15.6
"Census Tract 2222, Cook County, Illinois",1905.0,912.0,53.1,46.9,82.7,2.8,0.1,13.9,0.0,1.5,7.5,92.5,0.7,1.9,3.4,2.0,54.6,33.0,114038.0,85.0,3.0,222200,2123.0,879.0,49.7,50.3,90.1,3.8,0.3,10.0,0.0,0.3,10.8,89.2,1.1,0.7,4.3,1.6,49.1,34.9,130990.0,82.3,3.7,2320,1008,45.6,54.4,1.2,6.1,0.0,2.2,2320,5.2,1.1,3.5,0.2,0.8,3.9,3.5,44.5,44.5,167188,80.7,2.4
"Census Tract 2225, Cook County, Illinois",1433.0,480.0,45.8,54.2,83.3,8.6,0.6,0.0,0.0,8.1,64.5,35.5,7.0,18.0,24.0,7.3,18.7,6.8,49167.0,78.4,4.2,222500,1622.0,504.0,32.9,67.1,89.5,2.9,0.5,0.8,0.0,8.0,63.6,36.4,9.9,4.3,34.2,5.0,24.9,12.2,58000.0,83.3,8.0,1574,563,52.2,47.8,5.5,3.0,1.2,13.7,1574,47.4,6.9,3.4,5.3,0.4,14.9,3.6,35.0,29.8,103125,76.4,4.8
"Census Tract 2228, Cook County, Illinois",881.0,376.0,6.6,93.4,60.6,37.3,0.0,0.0,0.0,2.0,69.8,30.2,15.7,16.6,29.9,4.0,24.4,3.6,16324.0,80.6,5.1,222800,972.0,340.0,23.8,76.2,78.2,6.5,1.0,0.4,0.0,16.8,79.0,21.0,12.6,7.9,32.8,10.3,21.1,8.6,40435.0,71.9,3.4,1000,407,18.7,81.3,0.4,0.3,0.0,39.6,1000,61.6,13.6,10.6,6.4,5.2,26.8,6.4,26.5,11.5,80850,76.5,3.1
"Census Tract 2307, Cook County, Illinois",5178.0,1625.0,37.4,62.6,38.9,20.2,0.0,0.5,0.0,44.0,79.2,20.8,19.9,12.0,34.0,5.5,5.7,3.1,38319.0,73.7,6.1,230700,5677.0,1621.0,43.5,56.5,29.8,9.3,2.1,0.2,0.0,61.5,85.7,14.3,19.2,15.6,33.7,4.8,8.0,4.0,39298.0,68.3,8.1,5847,1940,47.3,52.7,0.4,2.2,0.0,53.0,5847,80.0,21.3,8.9,11.8,13.5,37.7,8.3,7.7,3.3,42891,71.2,6.8
"Census Tract 2402, Cook County, Illinois",1601.0,829.0,49.1,50.9,87.4,1.6,0.2,7.4,0.0,6.7,24.9,75.1,7.2,1.3,9.3,7.8,35.5,32.6,100664.0,83.9,9.9,240200,1592.0,794.0,50.9,49.1,91.5,1.7,0.9,5.9,0.0,2.1,13.4,86.6,3.6,1.1,14.8,0.9,51.1,22.8,124545.0,86.1,8.2,1811,805,56.9,43.1,0.7,11.5,0.0,16.5,1811,21.1,2.3,1.8,9.9,0.0,9.9,0.7,46.5,26.4,144659,79.2,14.4
"Census Tract 2414, Cook County, Illinois",4834.0,2267.0,42.7,57.3,78.3,16.0,0.0,3.9,0.0,5.3,16.7,83.3,5.2,4.4,8.1,1.7,40.9,35.3,84479.0,83.7,7.8,241400,5089.0,2414.0,30.0,70.0,87.1,5.4,0.0,10.5,0.0,1.8,9.6,90.4,5.2,1.3,3.6,2.4,51.4,27.4,101480.0,86.7,7.6,6005,2602,28.0,72.0,0.0,7.8,0.3,2.3,6005,9.2,1.7,7.9,3.5,2.1,5.3,2.0,51.2,29.8,149792,88.1,6.9
"Census Tract 2424, Cook County, Illinois",2956.0,1378.0,29.2,70.8,91.6,1.2,0.6,4.2,0.0,4.0,10.0,90.0,5.1,6.7,12.2,3.6,41.3,20.8,66190.0,89.9,14.1,242400,2866.0,1370.0,29.1,70.9,94.2,2.0,0.3,3.0,0.3,2.6,4.3,95.7,7.0,1.8,7.9,4.8,37.4,27.6,77311.0,92.7,8.7,2851,1477,27.6,72.4,1.1,4.1,0.9,2.7,2851,7.7,2.4,2.0,1.0,2.3,5.5,0.3,43.8,35.7,94659,91.0,6.2
"Census Tract 2425, Cook County, Illinois",3993.0,1506.0,25.0,75.0,75.5,3.8,0.2,1.8,0.9,19.1,53.2,46.8,7.0,12.6,19.4,5.1,18.2,14.2,42451.0,77.1,3.6,242500,3609.0,1556.0,35.5,64.5,76.6,8.5,0.0,4.7,0.2,15.1,28.3,71.7,10.6,5.3,10.4,3.2,36.9,18.7,64167.0,83.2,10.5,3362,1582,28.3,71.7,0.0,5.9,0.0,9.3,3362,28.0,9.5,8.8,5.3,1.3,16.3,6.2,42.8,18.5,79722,87.0,5.9
"Census Tract 2426, Cook County, Illinois",5669.0,2319.0,33.7,66.3,67.4,14.0,0.0,6.2,0.3,15.9,36.6,63.4,12.1,6.9,15.1,5.0,28.0,16.1,46215.0,79.7,5.2,242600,5959.0,2511.0,30.5,69.5,77.3,12.6,1.7,1.8,0.0,7.8,34.9,65.1,6.6,6.8,15.9,4.6,34.6,16.5,56314.0,81.1,5.1,5533,2499,31.3,68.7,2.7,2.5,0.0,14.4,5533,35.8,17.2,9.1,5.9,4.7,17.4,5.2,37.0,16.6,80217,83.0,9.7
"Census Tract 2427, Cook County, Illinois",1839.0,726.0,22.2,77.8,43.8,25.7,0.6,2.0,0.0,28.5,52.4,47.6,5.4,11.6,25.5,1.5,18.1,11.8,23688.0,67.3,6.1,242700,1627.0,725.0,20.0,80.0,56.8,27.4,2.8,4.5,0.3,15.4,39.6,60.4,6.7,9.3,18.7,4.0,28.1,10.0,31375.0,82.4,8.5,1823,808,36.3,63.7,1.0,3.6,0.0,15.7,1823,35.9,15.5,13.7,3.7,3.4,15.9,4.4,38.4,17.3,65781,82.6,8.7
"Census Tract 8129, Cook County, Illinois",4707.0,1743.0,74.1,25.9,82.1,12.9,2.2,4.6,0.0,1.9,4.3,95.7,0.6,1.1,5.6,4.3,38.7,38.3,105848.0,70.1,7.7,812900,4756.0,1765.0,73.1,26.9,83.4,12.9,0.4,7.3,0.1,0.3,5.9,94.1,1.2,0.9,6.4,3.1,34.8,42.2,104926.0,70.1,10.8,4763,1734,77.2,22.8,0.6,4.7,0.0,4.9,4763,7.8,0.5,13.8,0.3,0.4,3.4,5.6,41.6,41.5,140854,69.7,13.9
"Census Tract 8131, Cook County, Illinois",4700.0,1839.0,62.3,37.7,59.4,32.1,0.5,7.8,0.0,2.5,9.0,91.0,0.0,2.9,14.6,4.1,33.5,25.8,69315.0,76.6,6.3,813100,4703.0,1776.0,63.0,37.0,66.9,30.8,1.2,5.0,0.0,1.8,5.7,94.3,1.0,3.0,8.9,8.9,30.0,31.1,88111.0,71.8,11.1,4903,1801,66.5,33.5,1.6,15.9,0.0,9.1,4903,14.3,1.6,21.6,0.3,4.4,9.5,6.7,33.2,27.3,115086,74.8,17.8
"Census Tract 8132, Cook County, Illinois",4244.0,1660.0,78.9,21.1,81.0,13.1,0.7,8.9,0.0,1.3,4.9,95.1,1.4,0.9,7.7,5.2,35.6,28.9,96167.0,73.1,8.7,813200,4466.0,1555.0,70.9,29.1,80.5,15.0,0.4,11.2,0.6,2.7,6.7,93.3,0.6,1.6,8.1,4.6,29.1,41.8,117083.0,71.7,11.3,4518,1612,72.5,27.5,0.2,11.6,0.0,7.3,4518,13.1,2.2,8.6,1.0,3.7,6.3,4.7,38.8,34.6,141563,72.6,10.1
"Census Tract 8134, Cook County, Illinois",7797.0,1828.0,57.6,42.4,42.0,4.9,0.2,0.8,0.0,54.4,86.7,13.3,25.7,12.9,33.5,8.5,3.7,0.5,49716.0,64.3,4.6,813400,8197.0,1916.0,52.0,48.0,41.0,5.6,2.1,0.1,0.0,54.6,87.2,12.8,31.3,15.2,28.0,3.0,8.7,2.1,46962.0,63.7,7.3,8516,1874,59.7,40.3,0.5,1.0,0.0,66.1,8516,80.3,4.0,2.1,23.8,13.2,31.1,3.6,10.8,1.5,62246,66.6,10.2
"Census Tract 8141, Cook County, Illinois",4892.0,1214.0,34.5,65.5,34.6,1.3,0.5,0.5,0.0,64.1,91.3,8.7,29.2,11.4,37.4,4.3,6.2,0.7,38897.0,65.0,2.5,814100,3859.0,1115.0,40.8,59.2,39.2,5.2,1.5,0.6,0.1,59.5,92.2,7.8,29.7,11.7,33.3,3.0,4.3,0.7,40082.0,73.0,7.0,4459,1301,43.3,56.7,1.3,3.0,0.0,73.9,4459,91.5,1.3,1.4,23.5,7.2,43.9,3.6,5.2,0.8,44135,79.0,9.5
"Census Tract 2916, Cook County, Illinois",920.0,310.0,27.7,72.3,23.9,27.0,0.0,0.0,0.0,49.1,77.2,22.8,39.2,18.6,13.5,6.9,7.6,6.0,50556.0,71.2,3.4,291600,1057.0,357.0,36.1,63.9,73.2,9.6,0.0,0.8,0.0,16.4,79.8,20.2,22.8,9.9,24.3,0.0,7.7,9.0,48180.0,74.0,11.6,1396,525,21.7,78.3,0.0,0.0,0.0,59.4,1396,72.0,0.0,4.9,29.9,5.1,12.7,0.9,10.3,16.8,110167,74.9,17.9
"Census Tract 2924, Cook County, Illinois",2028.0,718.0,14.5,85.5,5.4,94.6,0.0,0.2,0.0,0.0,1.7,98.3,8.0,16.6,37.3,3.3,4.1,1.4,22714.0,61.8,10.9,292400,2421.0,646.0,27.7,72.3,5.5,94.5,0.0,0.0,0.0,0.0,1.5,98.5,4.2,22.7,32.9,3.4,5.8,3.6,29018.0,76.3,8.1,1880,689,37.2,62.8,0.0,0.1,0.0,0.0,1880,5.4,2.4,75.9,9.9,10.2,29.9,15.9,9.4,4.5,44801,82.5,11.0
"Census Tract 3011, Cook County, Illinois",2583.0,678.0,33.5,66.5,73.2,2.7,1.0,0.0,0.0,23.0,96.2,3.8,51.0,12.5,19.8,1.8,5.7,0.6,27727.0,70.4,7.3,301100,2772.0,796.0,28.3,71.7,36.8,6.1,2.7,0.0,0.0,55.7,92.0,8.0,30.9,16.8,26.1,5.5,8.5,3.4,28135.0,63.4,4.2,2150,749,32.6,67.4,2.5,0.0,0.0,41.2,2150,84.7,2.8,2.0,38.9,12.6,27.5,1.9,3.8,7.0,34315,72.8,14.0
"Census Tract 3016, Cook County, Illinois",4458.0,1211.0,38.9,61.1,75.6,0.1,0.2,0.0,0.0,24.0,98.5,1.5,40.2,16.1,25.7,3.6,2.1,0.5,29362.0,63.4,5.3,301600,5108.0,1298.0,45.8,54.2,57.3,3.8,1.0,0.0,0.0,39.1,95.1,4.9,34.6,16.0,21.8,3.0,8.0,2.3,32375.0,64.8,7.6,3326,1408,53.7,46.3,2.8,0.1,0.0,60.6,3326,92.8,0.0,3.0,33.2,12.4,32.4,0.7,10.8,2.2,28527,78.7,29.0
"Census Tract 8059.02, Cook County, Illinois",6281.0,2135.0,84.3,15.7,83.8,4.6,0.2,10.9,0.0,1.1,5.3,94.7,7.6,5.8,24.8,8.4,22.0,13.5,85012.0,81.1,26.2,805902,6405.0,2070.0,78.5,21.5,80.8,0.7,0.0,17.3,0.0,2.9,7.1,92.9,5.3,2.5,23.1,8.4,32.8,17.2,102770.0,76.1,21.2,6159,2182,84.1,15.9,0.0,17.4,0.0,8.2,6159,9.4,0.8,1.2,1.6,4.9,20.7,5.7,37.2,15.3,117900,81.6,20.0
"Census Tract 8061.02, Cook County, Illinois",4212.0,1546.0,85.3,14.7,80.4,3.5,0.0,9.0,0.0,7.1,14.3,85.7,4.7,8.2,24.0,8.1,18.6,13.7,75972.0,82.8,15.0,806102,3715.0,1412.0,86.0,14.0,69.5,7.8,0.5,19.9,0.0,2.4,9.5,90.5,3.6,2.8,23.9,8.2,28.8,13.3,81154.0,84.5,19.8,4076,1455,81.6,18.4,0.1,15.3,0.7,3.8,4076,16.5,4.2,4.6,8.4,5.5,20.4,6.4,26.2,15.9,92431,79.0,19.1
"Census Tract 8069, Cook County, Illinois",4858.0,2112.0,78.3,21.7,67.6,1.3,1.1,31.5,0.0,0.5,4.3,95.7,5.2,1.5,22.5,8.0,28.8,14.5,60714.0,86.5,27.5,806900,4867.0,2216.0,66.4,33.6,63.0,0.7,0.0,38.8,0.0,0.3,10.4,89.6,3.7,2.2,19.1,8.8,26.5,22.6,64073.0,85.1,25.0,5742,2233,68.4,31.6,0.0,42.3,1.0,6.4,5742,11.1,4.6,3.3,5.9,4.7,22.7,8.5,29.6,14.2,71406,78.9,24.7
"Census Tract 8084, Cook County, Illinois",4353.0,1484.0,89.1,10.9,68.4,8.7,4.4,28.6,0.0,4.1,9.2,90.8,3.9,6.5,21.6,8.2,24.9,15.2,81490.0,76.4,20.2,808400,4462.0,1384.0,95.4,4.6,64.1,3.4,0.0,30.5,0.0,2.6,5.1,94.9,4.9,3.5,21.6,6.3,25.5,18.7,82619.0,77.9,17.7,4305,1590,89.3,10.7,0.8,34.8,2.8,5.9,4305,6.0,2.6,0.7,6.7,7.9,18.0,11.0,22.9,21.5,107700,80.3,24.0
"Census Tract 8086, Cook County, Illinois",2072.0,665.0,96.8,3.2,87.0,1.2,0.0,14.3,0.0,1.1,3.3,96.7,2.2,1.2,11.7,1.6,39.8,28.5,153359.0,72.1,14.7,808600,2077.0,712.0,87.5,12.5,95.0,0.1,0.2,4.2,0.0,0.5,3.2,96.8,2.0,2.0,9.4,4.5,28.1,39.6,147396.0,73.5,18.1,2272,822,74.8,25.2,0.3,14.6,0.0,1.3,2272,5.2,0.8,1.0,1.4,1.2,8.1,5.6,36.0,36.0,152833,73.6,16.5
"Census Tract 3105, Cook County, Illinois",1659.0,508.0,22.8,77.2,48.2,1.0,0.2,0.7,0.0,51.8,94.6,5.4,40.9,5.1,41.1,2.3,4.7,4.0,30139.0,68.6,7.2,310500,1387.0,502.0,29.1,70.9,63.2,0.0,0.0,0.0,0.0,36.8,80.9,19.1,16.0,10.4,25.5,4.9,17.3,10.0,45781.0,81.8,7.0,1482,546,26.6,73.4,0.5,0.6,0.0,55.7,1482,83.6,3.6,0.0,17.8,12.6,28.2,3.9,11.2,6.1,53923,86.1,14.6
"Census Tract 3109, Cook County, Illinois",5332.0,1744.0,25.0,75.0,52.1,2.5,0.1,1.1,0.0,45.2,87.6,12.4,36.7,8.8,19.9,6.9,10.2,3.1,38081.0,72.7,5.7,310900,5466.0,1629.0,33.0,67.0,58.0,2.5,1.0,0.8,0.0,38.9,86.2,13.8,24.9,13.9,19.2,3.5,19.2,4.9,36913.0,70.6,10.8,4855,1769,36.2,63.8,2.6,2.1,0.0,51.0,4855,77.4,5.0,1.3,19.1,8.1,21.4,3.1,22.0,12.5,68347,80.8,12.3
"Census Tract 8085, Cook County, Illinois",4185.0,1419.0,90.0,10.0,70.4,2.9,0.0,32.0,0.0,2.1,2.4,97.6,2.9,4.1,17.2,7.2,30.5,13.8,76544.0,82.2,17.6,808500,4094.0,1287.0,98.1,1.9,65.9,2.7,0.0,27.7,0.0,4.1,9.0,91.0,4.7,6.0,20.1,9.4,28.0,12.5,89665.0,79.9,18.9,4489,1479,95.4,4.6,3.3,22.9,0.0,5.0,4489,9.6,2.3,1.3,5.6,3.3,14.5,7.5,32.3,21.5,112361,74.8,17.5
"Census Tract 206.02, Cook County, Illinois",4057.0,1409.0,36.8,63.2,39.1,12.6,0.0,36.7,0.0,15.2,29.5,70.5,17.3,7.1,16.5,4.2,28.4,13.2,41386.0,74.1,9.0,20602,4637.0,1388.0,40.3,59.7,54.9,10.8,0.2,25.7,0.4,10.3,20.3,79.7,6.5,8.3,18.6,4.4,28.0,16.1,50048.0,71.5,12.9,5823,1672,48.5,51.5,0.6,23.0,0.0,20.6,5823,25.2,0.6,8.5,7.9,2.9,12.8,0.9,42.6,15.0,78293,74.1,12.1
"Census Tract 207.01, Cook County, Illinois",1886.0,658.0,66.7,33.3,72.1,7.2,3.0,14.6,0.0,6.2,12.9,87.1,2.7,4.2,16.5,3.2,21.5,20.2,80329.0,72.0,17.1,20701,1729.0,615.0,58.4,41.6,77.8,5.6,0.9,17.7,0.0,2.9,12.7,87.3,6.5,2.0,22.0,7.1,24.4,23.5,76635.0,76.1,15.1,1728,762,69.2,30.8,2.3,10.2,0.0,6.4,1728,14.1,1.7,8.1,4.8,3.0,10.8,5.5,30.4,33.6,83571,81.6,27.1
"Census Tract 203.01, Cook County, Illinois",4990.0,1842.0,79.2,20.8,86.3,7.5,0.5,4.3,0.0,3.6,10.0,90.0,3.3,6.0,18.6,3.5,30.4,18.4,55000.0,72.6,26.2,20301,5295.0,1987.0,72.6,27.4,81.1,3.6,0.2,14.2,0.0,2.2,7.7,92.3,3.2,4.7,16.9,5.2,35.6,21.8,53254.0,69.7,25.4,5303,2197,73.7,26.3,0.5,9.9,0.2,3.4,5303,6.1,0.0,2.8,2.2,3.5,14.8,6.2,37.2,17.5,62917,71.4,22.6
"Census Tract 206.01, Cook County, Illinois",6939.0,1793.0,44.3,55.7,65.8,2.7,1.6,19.1,0.0,14.0,23.3,76.7,14.4,10.4,21.2,3.5,18.8,15.0,43047.0,66.0,9.3,20601,6130.0,1987.0,41.7,58.3,63.6,10.2,3.1,26.0,0.0,0.8,6.3,93.7,8.5,5.0,25.9,4.0,25.8,14.3,39282.0,72.3,14.4,5937,2051,48.8,51.2,0.3,24.0,0.0,2.4,5937,4.2,0.0,4.0,5.1,5.2,7.2,5.6,33.5,24.4,57250,69.5,14.1
"Census Tract 207.02, Cook County, Illinois",7546.0,2366.0,45.2,54.8,53.1,1.6,0.6,39.9,0.0,7.7,18.6,81.4,18.7,7.5,21.2,9.2,20.2,8.5,41250.0,72.2,13.6,20702,7843.0,2321.0,34.8,65.2,60.2,11.3,0.0,19.8,1.5,12.8,22.1,77.9,9.8,12.6,23.7,7.2,22.4,6.5,44990.0,74.3,10.8,8659,2458,45.3,54.7,2.7,25.9,0.0,9.6,8659,27.8,5.5,2.3,13.0,10.3,23.9,4.0,19.3,10.4,55451,65.0,13.2
"Census Tract 208.01, Cook County, Illinois",5434.0,1986.0,36.8,63.2,66.9,4.9,0.0,18.6,1.5,12.5,39.7,60.3,13.9,8.4,17.7,5.1,16.9,12.1,52500.0,79.7,11.0,20801,5211.0,1999.0,37.8,62.2,73.9,2.1,0.4,26.7,0.0,0.7,27.1,72.9,19.7,6.6,14.6,9.5,18.0,14.0,50230.0,80.1,14.9,6025,2207,42.8,57.2,0.2,18.4,0.5,11.3,6025,27.1,0.7,15.2,7.3,7.1,29.8,7.9,21.4,8.3,57127,80.6,10.5
"Census Tract 208.02, Cook County, Illinois",7492.0,2116.0,36.7,63.3,39.7,10.1,1.2,39.3,0.0,12.4,21.7,78.3,15.8,9.1,14.8,3.8,31.7,8.5,39406.0,73.8,10.5,20802,7857.0,2222.0,38.7,61.3,42.2,7.9,1.5,52.6,0.0,2.6,13.1,86.9,15.6,5.3,25.6,5.0,21.4,11.5,47207.0,77.9,7.2,8514,2077,30.1,69.9,3.8,39.7,0.8,16.5,8514,28.8,7.8,5.4,17.6,18.1,17.4,4.1,23.3,8.4,57224,72.6,6.8
"Census Tract 209.01, Cook County, Illinois",5712.0,1897.0,41.2,58.8,43.8,15.3,1.2,34.2,0.0,8.2,25.9,74.1,20.4,7.1,22.4,7.4,20.7,5.1,38426.0,71.7,5.5,20901,5807.0,1903.0,27.7,72.3,48.4,22.3,0.6,24.8,0.0,8.2,30.5,69.5,7.0,7.9,22.9,5.0,24.6,15.1,42942.0,72.9,5.4,6237,2200,35.5,64.5,0.2,27.6,0.0,10.9,6237,24.7,2.6,25.5,13.4,8.3,20.9,3.7,23.3,12.8,47316,73.8,6.6
"Census Tract 7004.01, Cook County, Illinois",6256.0,1812.0,88.2,11.8,30.4,57.7,0.0,0.0,0.0,14.5,29.1,70.9,5.9,6.0,30.0,8.1,17.4,5.2,73949.0,72.2,6.8,700401,6301.0,1857.0,83.5,16.5,20.0,62.8,1.4,1.8,0.2,19.7,30.9,69.1,7.6,6.0,27.7,10.2,13.4,9.0,64776.0,72.2,8.1,6744,1926,79.1,20.9,2.9,2.2,0.0,28.9,6744,41.7,1.9,51.0,11.8,9.2,24.1,8.8,9.3,7.6,69255,75.8,10.2
"Census Tract 7004.02, Cook County, Illinois",4306.0,1274.0,91.8,8.2,19.0,68.8,0.8,0.0,0.0,13.1,17.6,82.4,4.0,5.6,27.1,13.0,12.8,8.3,82599.0,70.9,7.2,700402,4337.0,1293.0,87.6,12.4,29.5,62.2,0.0,1.3,0.0,8.8,29.4,70.6,6.9,8.1,31.3,10.1,15.0,10.7,61369.0,73.2,9.0,3502,1189,92.5,7.5,0.0,0.1,0.0,16.5,3502,32.5,0.3,58.8,7.9,7.6,26.9,9.2,15.7,11.7,71506,74.8,14.1
"Census Tract 7005.01, Cook County, Illinois",8373.0,2548.0,83.8,16.2,8.7,90.7,0.0,0.3,0.0,0.4,3.2,96.8,3.1,10.5,26.6,6.7,13.9,9.9,81848.0,80.3,12.2,700501,7469.0,2455.0,79.0,21.0,9.8,91.9,3.4,0.7,0.0,4.0,3.7,96.3,4.1,2.8,29.1,10.4,18.0,9.2,66619.0,80.3,14.8,6666,2512,75.2,24.8,0.6,2.1,0.0,3.2,6666,7.8,0.0,83.3,4.5,7.5,31.7,10.1,17.6,5.7,64250,84.9,19.7
"Census Tract 7005.02, Cook County, Illinois",3123.0,1085.0,86.1,13.9,5.6,91.9,0.0,0.0,0.0,2.5,2.5,97.5,3.7,5.4,21.8,13.6,16.5,8.0,76384.0,74.7,15.4,700502,3437.0,1054.0,93.1,6.9,9.0,92.0,0.0,0.0,0.0,1.3,3.1,96.9,2.8,5.5,16.2,9.8,15.7,10.7,80625.0,75.9,17.7,3707,1177,86.3,13.7,0.8,0.0,0.0,4.2,3707,8.9,4.0,83.4,1.1,4.3,26.1,9.0,15.3,16.4,83419,78.2,22.7
