NAME,Total Pop (#)_2012,Total HH (#)_2012,Home: Owner_2012,Home: Renter_2012,Race: White_2012,Race: Black/AA_2012,Race: AI/Alaskan_2012,Race: Asian_2012,Race: Hawaiian/PI_2012,Race: Other_2012,Ethnicty: Hisp._2012,Ethnicity: Non-Hisp._2012,Edu: < 9th grade_2012,"Edu: HS, no diploma_2012",Edu: HS Diploma_2012,Edu: Associate's Degree_2012,Edu: Bachelor's Degree_2012,Edu: Grad/Prof Degree_2012,Median HH Income ($)_2012,Age: 18+_2012,Age: 65+_2012,tract,Total Pop (#)_2017,Total HH (#)_2017,Home: Owner_2017,Home: Renter_2017,Race: White_2017,Race: Black/AA_2017,Race: AI/Alaskan_2017,Race: Asian_2017,Race: Hawaiian/PI_2017,Race: Other_2017,Ethnicty: Hisp._2017,Ethnicity: Non-Hisp._2017,Edu: < 9th grade_2017,"Edu: HS, no diploma_2017",Edu: HS Diploma_2017,Edu: Associate's Degree_2017,Edu: Bachelor's Degree_2017,Edu: Grad/Prof Degree_2017,Median HH Income ($)_2017,Age: 18+_2017,Age: 65+_2017,Total Pop (#)_2022,Total HH (#)_2022,Home: Owner_2022,Home: Renter_2022,Race: White_2022,Race: Black/AA_2022,Race: AI/Alaskan_2022,Race: Asian_2022,Race: Hawaiian/PI_2022,Race: Other_2022,Ethnicty: Hisp._2022,Ethnicity: Non-Hisp._2022,Edu: < 9th grade_2022,"Edu: HS, no diploma_2022",Edu: HS Diploma_2022,Edu: Associate's Degree_2022,Edu: Bachelor's Degree_2022,Edu: Grad/Prof Degree_2022,Median HH Income ($)_2022,Age: 18+_2022,Age: 65+_2022
"Census Tract 8062.01, Cook County, Illinois",4181.0,2211.0,74.2,25.8,79.8,2.1,0.8,13.4,0.6,5.1,13.7,86.3,6.5,2.0,15.7,6.4,31.4,15.9,51862.0,85.8,18.4,806201,4635.0,2288.0,61.7,38.3,73.1,3.8,0.3,16.4,0.0,7.3,23.1,76.9,3.8,3.0,19.5,7.6,28.3,24.1,50862.0,78.9,14.3,4767,2238,73.9,26.1,0.8,15.7,0.0,7.0,4767,20.9,0.0,4.5,3.2,5.9,17.4,7.7,31.9,16.8,61621,76.0,16.8
"Census Tract 632, Cook County, Illinois",6344.0,4105.0,35.0,65.0,80.7,5.3,0.2,13.1,0.0,1.3,2.8,97.2,1.6,2.2,6.9,2.9,43.9,35.1,54358.0,91.7,14.0,63200,7045.0,4215.0,35.1,64.9,88.6,3.9,0.6,9.0,0.0,1.6,7.2,92.8,0.1,2.0,4.7,3.3,42.1,35.3,64322.0,92.2,14.8,6387,4392,31.6,68.4,0.0,6.4,0.0,1.8,6387,7.9,0.0,5.7,0.8,1.1,3.2,1.9,47.0,40.1,68710,94.0,13.7
"Census Tract 707, Cook County, Illinois",3116.0,1376.0,55.6,44.4,79.3,3.6,0.7,12.5,0.0,6.2,10.4,89.6,8.7,2.6,5.2,0.4,39.0,35.5,106071.0,81.6,3.9,70700,4440.0,1757.0,48.1,51.9,83.5,7.3,0.7,9.6,0.0,1.1,14.8,85.2,2.1,1.4,10.0,2.1,44.7,31.1,122571.0,76.8,3.9,3834,1698,55.2,44.8,0.3,15.6,0.0,7.3,3834,13.8,2.9,9.5,1.2,2.3,8.0,1.9,41.0,36.5,150903,78.3,8.2
"Census Tract 711, Cook County, Illinois",2880.0,1096.0,48.0,52.0,91.0,2.7,0.7,7.2,0.0,1.2,5.7,94.3,0.2,0.1,2.6,2.0,47.1,45.3,103250.0,90.1,6.7,71100,3200.0,1055.0,46.4,53.6,86.8,4.3,1.0,11.3,0.4,3.0,5.8,94.2,0.0,0.0,2.3,1.5,57.7,33.9,116483.0,87.3,5.7,3425,1120,48.1,51.9,0.9,14.2,0.0,4.8,3425,10.3,0.2,0.9,0.0,0.0,0.0,1.3,56.3,36.3,190380,86.9,5.1
"Census Tract 714, Cook County, Illinois",4571.0,2796.0,30.4,69.6,88.8,4.8,0.6,6.7,0.3,2.4,5.3,94.7,3.9,1.1,7.7,3.9,38.5,39.5,72907.0,90.0,8.5,71400,4749.0,2853.0,37.1,62.9,86.9,6.8,1.1,8.3,0.0,1.0,8.3,91.7,1.4,1.8,5.8,2.6,42.7,39.0,71701.0,93.2,13.8,4799,2881,48.5,51.5,0.0,7.6,0.0,2.2,4799,4.1,0.6,3.9,1.1,3.4,2.9,0.9,44.0,41.6,109174,93.1,13.6
"Census Tract 3814, Cook County, Illinois",1842.0,651.0,39.8,60.2,1.1,95.4,0.0,0.0,0.0,3.5,8.0,92.0,4.0,7.5,34.9,7.6,10.1,6.8,55093.0,76.0,7.2,381400,1660.0,672.0,26.9,73.1,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.7,10.3,20.6,19.3,11.0,8.4,38167.0,70.2,6.3,1672,722,18.8,81.2,0.0,3.4,0.0,8.4,1672,8.4,0.0,86.4,9.5,11.8,24.5,10.6,21.2,8.3,38007,71.5,6.6
"Census Tract 3818, Cook County, Illinois",1198.0,570.0,30.4,69.6,9.6,76.1,2.5,0.0,0.0,15.7,17.4,82.6,9.5,8.9,20.3,6.3,18.6,13.4,23726.0,74.6,9.3,381800,1034.0,537.0,17.3,82.7,4.4,94.5,0.6,0.6,0.0,0.0,0.1,99.9,3.9,8.9,23.7,6.7,13.2,14.4,36375.0,85.1,11.5,1251,735,22.2,77.8,2.2,2.2,0.0,3.5,1251,2.8,2.8,83.9,0.0,4.4,15.6,9.1,17.1,13.2,37264,86.7,11.4
"Census Tract 3905, Cook County, Illinois",1507.0,737.0,31.6,68.4,22.8,67.8,0.6,8.5,0.0,0.5,5.0,95.0,7.6,7.4,18.0,3.4,15.4,36.0,44962.0,82.5,12.9,390500,1462.0,726.0,27.0,73.0,21.1,71.7,0.4,7.0,0.0,0.8,4.2,95.8,0.7,3.3,8.6,5.2,27.6,39.2,44231.0,82.1,10.2,1741,875,27.1,72.9,1.2,4.0,0.0,3.3,1741,6.3,2.2,57.4,0.0,0.9,9.5,4.9,29.8,41.7,49784,80.6,13.2
"Census Tract 3907, Cook County, Illinois",5579.0,3292.0,27.6,72.4,36.3,48.4,0.8,15.4,0.0,1.8,7.5,92.5,2.6,1.8,4.9,6.2,28.5,39.2,47727.0,90.7,19.0,390700,5377.0,3287.0,35.8,64.2,20.9,56.3,0.3,24.0,0.0,2.0,2.6,97.4,0.5,2.6,9.2,8.8,27.9,40.2,53015.0,92.3,25.9,5857,3513,40.2,59.8,0.0,12.7,0.0,0.3,5857,1.5,0.0,55.9,0.4,4.1,8.4,5.5,22.4,47.9,71138,90.6,27.4
"Census Tract 4105, Cook County, Illinois",2673.0,1139.0,43.5,56.5,30.9,62.7,1.8,5.9,0.5,0.4,7.3,92.7,1.0,2.6,14.7,6.3,19.6,38.0,45647.0,79.8,6.2,410500,2463.0,1177.0,28.1,71.9,48.7,38.0,1.5,14.0,0.0,2.1,6.9,93.1,0.0,5.6,8.5,4.1,22.8,46.1,47614.0,87.5,9.7,2891,1542,28.3,71.7,0.9,18.2,0.0,1.6,2891,6.7,1.0,38.3,0.0,3.6,6.8,6.2,30.7,40.4,65441,87.5,8.9
"Census Tract 4112, Cook County, Illinois",1677.0,707.0,49.2,50.8,71.7,14.1,0.0,15.0,0.0,1.0,1.7,98.3,1.5,2.6,9.4,1.7,21.9,59.9,69750.0,82.4,16.3,411200,1681.0,752.0,50.3,49.7,66.5,15.9,0.8,21.4,0.0,0.7,3.4,96.6,2.6,2.3,1.4,1.8,15.7,70.9,84333.0,82.0,13.6,1646,764,60.1,39.9,0.0,24.7,0.0,4.7,1646,6.7,0.0,4.3,0.0,1.4,0.4,2.2,11.1,79.1,100536,81.7,24.4
"Census Tract 4207, Cook County, Illinois",2879.0,1206.0,26.1,73.9,1.0,98.6,0.0,0.0,0.0,1.0,1.6,98.4,1.6,14.6,44.4,5.6,4.4,3.2,28793.0,79.0,14.8,420700,3269.0,1198.0,17.0,83.0,3.8,93.8,1.0,0.0,0.0,2.1,1.0,99.0,4.8,18.6,23.9,11.0,7.4,8.4,19042.0,68.1,11.0,2593,1133,20.8,79.2,1.1,0.0,0.0,1.5,2593,0.0,0.0,96.7,3.4,19.7,28.6,13.4,6.7,3.2,24508,71.9,8.1
"Census Tract 4503, Cook County, Illinois",3677.0,1491.0,69.5,30.5,3.2,96.7,1.1,0.0,0.0,0.2,0.8,99.2,2.0,8.6,26.8,10.4,11.3,8.5,37056.0,80.8,19.7,450300,3650.0,1361.0,68.0,32.0,1.9,99.7,0.0,0.0,0.0,0.0,0.0,100.0,3.4,11.9,23.4,4.8,14.8,5.7,45156.0,81.2,24.3,3340,1515,59.4,40.6,0.0,0.2,0.0,2.3,3340,0.0,0.0,95.3,5.3,12.8,26.8,4.1,10.4,9.9,46475,84.8,24.7
"Census Tract 5003, Cook County, Illinois",1674.0,845.0,36.8,63.2,47.3,44.7,0.0,0.0,0.0,8.9,24.9,75.1,9.4,11.7,20.7,5.2,15.6,19.2,43772.0,81.0,8.2,500300,1417.0,729.0,54.3,45.7,61.7,40.4,1.8,0.7,0.0,1.6,19.1,80.9,5.9,7.1,19.4,3.2,27.2,15.1,41587.0,83.9,15.7,1876,905,49.1,50.9,2.2,0.6,0.0,18.1,1876,28.1,0.2,27.3,5.1,11.9,19.9,7.0,24.0,14.6,46685,82.6,13.3
"Census Tract 5205, Cook County, Illinois",4414.0,1421.0,83.4,16.6,86.0,1.1,0.2,0.8,0.0,13.9,63.7,36.3,9.7,7.5,38.8,4.3,12.2,6.2,62965.0,76.1,12.4,520500,5112.0,1560.0,75.6,24.4,88.4,6.2,0.6,0.0,0.0,10.2,68.4,31.6,13.3,7.1,32.5,4.1,14.3,4.7,62203.0,71.8,10.9,5264,1520,80.9,19.1,1.7,1.1,0.0,37.0,5264,79.4,1.8,1.4,15.6,9.5,32.6,6.6,12.7,2.5,73333,70.0,12.3
"Census Tract 5304, Cook County, Illinois",2169.0,682.0,76.5,23.5,0.2,99.8,0.0,0.0,0.0,0.0,0.0,100.0,4.0,13.2,24.3,7.7,17.6,11.0,49194.0,74.4,14.5,530400,1973.0,721.0,83.6,16.4,2.8,95.8,0.0,0.7,0.0,1.7,1.7,98.3,4.7,5.5,27.2,4.7,14.7,12.5,48036.0,78.5,18.8,2215,801,73.3,26.7,0.0,0.7,0.0,3.3,2215,3.6,0.0,92.9,0.0,9.0,31.5,4.4,4.0,7.0,65729,71.8,15.2
"Census Tract 2504, Cook County, Illinois",6402.0,1884.0,40.2,59.8,2.3,88.8,0.0,0.0,0.0,8.9,14.6,85.4,4.2,12.6,40.3,8.8,5.9,1.7,43633.0,81.0,9.6,250400,4438.0,1725.0,51.3,48.7,6.7,81.7,0.8,0.3,0.0,13.4,20.6,79.4,9.5,11.2,25.9,4.7,10.3,2.8,34564.0,77.4,15.2,5467,2020,46.0,54.0,0.0,0.0,0.0,10.9,5467,22.1,8.7,74.6,6.9,13.0,27.7,7.2,9.3,6.7,47500,81.4,17.5
"Census Tract 2516, Cook County, Illinois",3174.0,1051.0,37.2,62.8,1.3,93.1,0.0,0.0,0.0,5.6,6.1,93.9,7.5,23.5,35.7,3.1,3.1,1.8,28826.0,68.6,9.7,251600,4063.0,1013.0,36.9,63.1,4.6,94.1,0.2,0.0,0.0,4.1,4.8,95.2,2.2,17.8,36.5,3.5,6.3,4.0,33189.0,71.3,12.4,4518,1234,32.7,67.3,0.0,0.0,0.0,23.9,4518,28.3,9.2,69.1,7.6,10.9,40.1,10.1,3.8,2.6,32593,66.3,10.3
"Census Tract 2518, Cook County, Illinois",4954.0,1624.0,23.0,77.0,0.3,99.4,0.3,0.0,0.0,0.0,0.0,100.0,6.8,22.8,41.2,6.5,4.6,1.7,19722.0,67.6,9.8,251800,5275.0,1629.0,12.0,88.0,7.8,92.3,0.0,0.0,0.3,0.3,3.3,96.7,6.3,20.8,39.0,6.0,5.0,1.3,23295.0,62.8,9.3,4973,1624,20.8,79.2,1.5,0.4,0.4,5.6,4973,5.7,0.0,89.6,5.4,6.9,47.3,6.7,4.0,4.1,26940,76.3,9.0
"Census Tract 2609, Cook County, Illinois",1938.0,468.0,28.0,72.0,3.7,95.5,0.7,0.0,0.0,0.1,1.5,98.5,10.0,14.9,36.4,12.9,4.6,1.8,21477.0,65.6,5.8,260900,1379.0,348.0,31.3,68.7,9.5,88.5,0.7,0.0,0.0,1.5,5.2,94.8,3.6,24.0,38.4,0.4,2.2,2.1,22000.0,66.9,8.3,1467,397,39.8,60.2,1.8,0.0,0.0,1.2,1467,4.8,2.4,83.5,3.0,6.7,47.4,2.3,7.8,2.3,24112,77.6,4.2
"Census Tract 2712, Cook County, Illinois",1342.0,363.0,25.1,74.9,1.6,98.4,0.0,0.0,0.0,0.0,0.0,100.0,6.8,20.3,31.9,9.2,1.6,4.4,31049.0,70.6,7.3,271200,1214.0,360.0,14.4,85.6,9.8,89.5,3.9,0.2,0.1,1.6,2.1,97.9,6.4,21.8,34.2,8.7,5.5,1.2,26098.0,77.9,8.7,1283,375,25.1,74.9,3.7,1.0,0.0,1.2,1283,1.6,0.0,89.5,5.1,19.3,22.4,10.6,15.4,5.9,27784,73.5,6.1
"Census Tract 2838, Cook County, Illinois",3196.0,1583.0,40.6,59.4,34.3,50.0,0.9,14.6,0.0,2.0,12.8,87.2,3.9,6.8,18.0,3.6,31.8,18.8,50781.0,82.2,9.1,283800,3855.0,1703.0,36.3,63.7,38.7,51.3,0.2,9.2,0.0,2.4,10.7,89.3,4.6,8.5,15.1,4.3,30.0,21.9,62548.0,76.8,8.2,3656,1631,39.7,60.3,0.0,8.8,0.0,2.0,3656,4.3,0.0,56.5,2.4,6.4,17.1,10.9,32.1,21.5,76615,74.8,8.2
"Census Tract 5610, Cook County, Illinois",4865.0,1956.0,85.8,14.2,83.8,0.0,1.0,0.3,0.0,16.7,29.5,70.5,6.6,5.8,28.4,10.3,14.8,10.3,62500.0,75.9,13.8,561000,5541.0,2135.0,84.1,15.9,92.8,0.9,0.4,0.6,1.1,6.6,32.4,67.6,4.4,3.4,22.6,11.7,19.6,12.9,84863.0,79.9,18.1,5947,2285,87.4,12.6,0.9,1.1,0.8,14.7,5947,42.8,0.7,0.0,5.4,4.5,33.1,6.0,15.7,12.7,100531,78.9,20.0
"Census Tract 6114, Cook County, Illinois",3832.0,969.0,44.5,55.5,57.9,3.4,0.0,0.0,0.0,40.0,90.1,9.9,49.1,12.3,25.6,0.6,1.8,1.1,30396.0,65.7,3.0,611400,3298.0,924.0,32.1,67.9,63.8,3.2,2.1,0.0,0.0,34.3,93.3,6.7,27.9,17.6,40.3,3.4,4.7,0.3,35016.0,66.4,7.2,3309,927,26.3,73.7,0.0,0.0,0.0,66.8,3309,97.0,2.7,1.1,34.4,15.4,33.5,4.1,0.9,1.9,26583,71.4,10.5
"Census Tract 6305, Cook County, Illinois",5964.0,1445.0,50.1,49.9,54.2,3.4,0.0,1.1,0.0,42.1,92.5,7.5,40.6,14.0,29.3,2.4,3.9,1.2,39844.0,69.3,5.2,630500,6464.0,1505.0,55.3,44.7,45.3,2.3,0.4,0.0,0.0,53.7,95.7,4.3,27.7,16.4,38.6,5.5,2.3,0.3,44063.0,67.7,6.6,5763,1605,44.2,55.8,0.7,0.0,0.0,49.5,5763,97.6,0.0,0.0,21.5,9.6,33.4,5.9,11.9,2.4,45167,71.5,7.8
"Census Tract 6401, Cook County, Illinois",1026.0,466.0,59.4,40.6,85.2,0.0,0.0,2.1,0.0,14.2,64.1,35.9,22.3,11.2,34.2,7.8,7.5,2.0,36689.0,84.2,19.3,640100,1600.0,464.0,44.8,55.2,68.8,4.5,0.8,0.7,0.0,25.9,62.9,37.1,7.1,10.1,34.4,12.5,11.7,2.2,57045.0,77.4,10.4,1349,469,52.0,48.0,10.4,0.0,0.0,33.8,1349,83.9,3.9,0.9,12.0,7.3,49.8,3.6,12.9,4.8,40307,83.5,15.3
"Census Tract 6406, Cook County, Illinois",4049.0,1599.0,53.2,46.8,76.3,1.1,0.0,3.4,0.0,20.2,41.3,58.7,13.3,4.6,32.8,7.9,14.6,5.8,45391.0,77.4,12.3,640600,4246.0,1677.0,49.7,50.3,71.8,1.5,0.4,1.0,0.0,29.6,49.6,50.4,8.5,12.8,37.0,4.4,9.2,4.7,42274.0,77.9,13.0,4337,1770,61.4,38.6,6.7,2.8,0.0,33.5,4337,58.6,3.1,1.4,5.6,5.1,26.1,12.0,18.0,5.7,65714,74.2,9.7
"Census Tract 6504, Cook County, Illinois",6855.0,1663.0,81.1,18.9,28.6,1.8,0.8,0.5,0.0,68.7,86.8,13.2,29.5,12.2,36.9,3.3,4.0,2.6,44679.0,66.6,6.5,650400,6979.0,1729.0,75.8,24.2,40.3,8.2,0.8,1.5,0.3,50.0,82.6,17.4,22.5,12.1,37.8,3.4,6.5,2.4,49135.0,69.9,7.8,6707,1623,84.3,15.7,0.5,0.8,0.0,68.4,6707,92.7,3.5,2.1,17.1,15.6,28.9,7.2,9.8,2.5,61125,64.5,5.7
"Census Tract 6605, Cook County, Illinois",5300.0,1314.0,47.9,52.1,19.0,21.4,0.0,0.0,0.0,61.0,75.2,24.8,27.9,19.3,34.1,2.0,2.9,1.7,39750.0,62.5,5.5,660500,5075.0,1310.0,44.8,55.2,44.1,8.1,0.8,0.3,0.0,48.9,85.9,14.1,22.9,17.0,37.0,3.2,4.0,3.2,40000.0,66.4,9.9,4364,1374,47.0,53.0,0.0,0.3,0.0,44.6,4364,90.7,0.7,3.6,17.3,10.1,54.4,4.8,3.3,3.6,35242,75.8,17.0
"Census Tract 6611, Cook County, Illinois",5904.0,1765.0,77.1,22.9,26.9,48.9,1.7,0.4,0.0,22.6,43.4,56.6,11.1,10.6,31.0,5.7,12.3,2.1,45067.0,70.3,7.1,661100,6544.0,1883.0,67.1,32.9,29.0,45.7,2.1,0.0,0.0,31.4,52.5,47.5,13.5,10.7,39.9,9.3,3.7,2.0,46050.0,71.4,6.1,7370,1910,81.1,18.9,2.7,0.9,0.0,41.5,7370,61.2,7.3,29.6,12.0,13.2,28.1,7.9,8.9,3.3,66786,78.5,7.3
"Census Tract 6706, Cook County, Illinois",1754.0,535.0,49.0,51.0,2.3,93.7,3.0,0.0,0.0,6.3,6.3,93.7,9.1,21.6,39.5,4.6,3.9,0.0,31033.0,77.7,12.1,670600,1068.0,373.0,59.0,41.0,2.7,97.6,0.0,0.0,0.0,0.0,2.0,98.0,6.6,15.7,42.1,5.4,4.6,2.0,14848.0,81.6,23.9,1097,365,60.5,39.5,0.0,0.0,0.0,13.7,1097,27.7,1.0,71.9,7.3,15.4,41.7,3.8,5.5,1.1,22083,70.4,14.5
"Census Tract 6905, Cook County, Illinois",1288.0,374.0,28.1,71.9,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,5.6,25.7,10.6,2.5,14.9,3.2,26453.0,64.7,10.9,690500,736.0,326.0,26.1,73.9,0.0,99.5,0.0,0.5,0.0,0.0,0.0,100.0,1.8,16.6,26.3,2.6,10.3,10.9,31923.0,80.7,17.3,898,348,50.0,50.0,0.0,0.0,0.0,0.0,898,0.0,0.0,100.0,6.3,7.8,24.6,15.5,1.1,13.7,40179,81.0,11.0
"Census Tract 6910, Cook County, Illinois",2614.0,1064.0,51.4,48.6,1.6,99.0,0.7,0.0,0.0,0.0,0.3,99.7,0.9,7.7,20.0,13.3,17.6,12.1,40507.0,73.6,15.2,691000,2444.0,1054.0,47.2,52.8,0.2,99.8,0.4,0.0,0.0,0.0,0.0,100.0,2.7,7.7,26.5,10.8,19.3,7.7,49297.0,83.2,15.5,2072,1111,47.7,52.3,2.8,0.0,0.0,1.2,2072,1.3,1.2,94.2,0.0,6.6,22.8,8.8,24.0,5.9,46683,80.5,22.2
"Census Tract 7104, Cook County, Illinois",5098.0,1868.0,58.5,41.5,0.8,99.6,0.0,0.0,0.0,0.4,0.8,99.2,4.2,9.7,35.9,5.9,9.6,3.2,33650.0,78.8,16.4,710400,5458.0,1826.0,51.6,48.4,1.3,97.8,0.3,0.0,0.0,1.6,1.7,98.3,4.6,13.0,30.8,7.9,4.5,5.3,35581.0,76.1,15.6,5615,2168,50.7,49.3,0.0,0.0,0.0,6.7,5615,5.9,0.0,92.3,3.8,8.3,30.9,6.1,15.7,4.7,36827,75.7,17.8
"Census Tract 7404, Cook County, Illinois",4628.0,1751.0,74.1,25.9,79.8,14.1,0.5,3.5,0.0,4.1,7.4,92.6,0.8,3.5,33.0,3.3,14.5,11.3,80912.0,75.3,10.5,740400,4669.0,1818.0,73.9,26.1,85.7,11.2,0.7,3.3,0.0,1.1,8.6,91.4,1.1,3.0,28.0,8.9,24.9,10.1,82128.0,76.0,11.4,4738,1883,73.8,26.2,0.2,4.7,0.0,1.0,4738,7.0,0.0,5.8,1.5,0.7,27.3,8.9,22.3,11.5,97750,73.5,9.1
"Census Tract 7708, Cook County, Illinois",6224.0,2125.0,70.8,29.2,77.1,4.9,0.2,7.2,0.6,13.4,20.9,79.1,4.7,9.7,37.7,5.7,17.9,3.7,42468.0,75.7,9.4,770800,5463.0,1967.0,66.0,34.0,86.8,1.7,7.4,4.4,0.0,7.7,23.1,76.9,8.7,5.4,33.4,6.3,15.1,5.2,60017.0,81.1,12.2,5583,2009,68.3,31.7,0.0,3.9,0.0,14.6,5583,29.9,2.0,1.5,10.2,5.2,22.8,6.4,27.3,5.6,67722,76.6,19.1
"Census Tract 8008, Cook County, Illinois",2172.0,957.0,90.3,9.7,85.4,0.0,0.0,14.9,0.0,3.7,1.4,98.6,1.0,1.2,12.7,1.3,40.1,27.5,115213.0,82.3,25.3,800800,2268.0,1014.0,88.8,11.2,87.1,0.8,0.0,12.6,0.0,0.4,2.7,97.3,0.0,1.8,11.7,3.6,40.2,34.1,88534.0,78.7,27.7,2509,973,87.1,12.9,0.4,6.4,0.0,0.7,2509,12.0,1.8,0.4,0.0,0.5,7.0,5.1,34.3,34.1,105417,69.3,20.0
"Census Tract 810, Cook County, Illinois",7744.0,4747.0,19.6,80.4,75.1,8.7,0.0,14.1,0.0,3.3,6.1,93.9,3.7,2.1,10.5,2.5,38.0,29.5,49429.0,97.9,19.0,81000,7698.0,4598.0,12.6,87.4,71.5,16.9,0.3,11.8,0.0,2.4,7.4,92.6,3.6,4.8,9.8,3.3,32.4,25.4,51905.0,96.6,18.8,8485,4909,14.4,85.6,0.0,12.5,0.2,2.9,8485,7.7,0.5,11.2,3.2,0.6,9.8,1.6,43.5,26.8,76369,94.6,15.9
"Census Tract 304, Cook County, Illinois",2558.0,1294.0,33.1,66.9,71.4,7.8,1.1,9.3,0.0,15.1,32.2,67.8,13.4,7.5,9.8,2.1,32.6,20.8,36857.0,84.1,11.5,30400,2708.0,1313.0,42.2,57.8,77.6,11.0,3.7,8.5,0.4,3.1,29.7,70.3,4.1,5.8,13.2,4.4,34.3,21.0,45850.0,85.3,13.6,2764,1285,39.8,60.2,1.0,9.4,0.0,12.6,2764,23.1,4.2,5.1,3.6,0.4,14.9,7.6,29.9,28.2,92650,83.1,11.9
"Census Tract 8256, Cook County, Illinois",5305.0,1868.0,75.8,24.2,18.9,75.3,0.0,1.7,0.0,5.0,10.6,89.4,2.4,14.4,29.6,5.4,9.9,3.4,48301.0,70.9,12.6,825600,5589.0,1758.0,70.8,29.2,18.4,75.7,1.0,2.0,0.0,4.5,13.7,86.3,3.6,11.7,35.6,6.6,7.8,4.9,37288.0,70.0,13.5,5301,1545,63.4,36.6,0.1,0.8,0.0,13.7,5301,17.9,0.0,71.5,5.1,10.1,34.0,5.1,12.7,3.7,48133,70.7,10.7
"Census Tract 8284.01, Cook County, Illinois",3768.0,1400.0,75.4,24.6,71.1,26.1,0.5,1.3,0.0,2.8,6.3,93.7,1.9,3.3,28.7,6.6,20.0,14.7,61833.0,74.8,10.2,828401,3721.0,1463.0,67.9,32.1,70.7,25.0,0.9,0.9,0.0,5.2,14.2,85.8,0.0,1.0,16.2,9.0,30.0,18.5,70320.0,75.8,11.0,3650,1397,67.8,32.2,3.1,1.6,0.0,1.9,3650,5.5,0.1,37.3,2.1,2.7,21.7,6.6,24.7,17.8,71958,73.9,10.4
"Census Tract 8279.01, Cook County, Illinois",2424.0,812.0,96.2,3.8,14.7,84.6,0.0,0.7,0.0,0.4,3.0,97.0,2.9,6.1,19.6,10.6,22.3,12.6,68500.0,83.6,27.0,827901,2435.0,853.0,91.2,8.8,12.1,85.7,0.3,1.3,0.2,2.0,1.3,98.7,2.2,4.9,31.3,5.9,12.9,16.3,77746.0,84.5,26.9,2121,735,96.3,3.7,0.3,0.5,0.0,4.4,2121,0.4,0.0,86.6,5.6,6.5,22.7,6.3,22.3,20.5,94904,81.9,24.7
"Census Tract 811, Cook County, Illinois",3465.0,2603.0,25.9,74.1,83.1,6.4,0.6,5.5,0.0,4.4,6.3,93.7,1.1,5.0,5.5,3.5,43.3,27.2,54871.0,98.7,14.1,81100,4077.0,2725.0,19.5,80.5,83.1,10.6,1.1,7.2,0.0,1.4,16.8,83.2,1.3,2.4,2.7,6.4,47.6,26.6,72303.0,94.9,10.4,4453,2924,24.1,75.9,0.0,9.1,0.4,2.1,4453,5.6,0.5,7.6,0.4,1.8,6.2,2.1,48.8,34.0,83763,94.1,12.9
"Census Tract 1103, Cook County, Illinois",4819.0,1829.0,86.4,13.6,87.9,1.7,1.1,8.8,0.0,1.8,20.7,79.3,10.6,7.0,25.7,5.6,24.6,9.9,67361.0,78.8,17.5,110300,5242.0,1976.0,83.4,16.6,83.2,0.0,1.4,13.0,0.2,4.6,15.8,84.2,6.9,5.4,27.6,6.9,19.7,8.3,74537.0,82.0,16.0,5537,1815,86.3,13.7,0.8,13.5,0.5,16.6,5537,27.8,5.7,0.2,4.3,2.6,24.3,9.4,26.8,14.1,101375,75.7,14.8
"Census Tract 1902, Cook County, Illinois",6026.0,1603.0,59.7,40.3,44.1,2.7,0.7,1.4,0.5,56.1,72.9,27.1,15.1,17.0,34.3,8.0,11.7,3.1,42829.0,70.8,9.2,190200,5525.0,1499.0,58.9,41.1,52.4,3.3,0.4,2.1,0.3,44.9,82.7,17.3,21.4,16.7,25.3,6.7,11.4,4.7,55842.0,71.5,9.4,6283,1600,58.3,41.7,1.3,4.1,0.3,54.4,6283,78.0,14.0,5.6,15.8,7.0,31.7,7.8,16.0,6.5,72667,74.6,9.1
"Census Tract 2213, Cook County, Illinois",2646.0,1233.0,25.5,74.5,82.3,6.2,1.1,3.3,0.4,9.6,45.3,54.7,8.4,6.3,24.0,2.0,34.6,8.8,41116.0,82.7,6.3,221300,2803.0,1301.0,19.5,80.5,81.5,6.2,2.8,5.1,0.2,7.4,39.3,60.7,10.8,4.0,11.0,3.7,35.0,20.2,62679.0,89.0,6.8,3021,1444,21.1,78.9,1.0,7.2,0.7,17.1,3021,40.1,12.3,4.0,9.2,2.5,12.3,3.8,32.2,21.7,69643,85.5,6.8
"Census Tract 2512, Cook County, Illinois",3946.0,1111.0,59.0,41.0,7.8,92.0,2.6,0.0,0.0,0.0,5.2,94.8,3.8,18.7,31.4,12.4,7.1,1.3,40391.0,72.3,11.0,251200,4351.0,1119.0,56.3,43.7,6.4,77.9,0.0,1.5,0.0,14.1,19.1,80.9,7.7,18.2,32.5,5.6,9.3,2.8,44428.0,76.5,14.4,4107,1241,58.4,41.6,0.0,0.0,0.0,19.4,4107,29.6,11.3,69.7,10.4,7.9,40.9,15.0,4.5,2.0,42522,82.2,16.8
